imdb_title_id,ordering,imdb_name_id,category,job,characters
tt0002199,9,nm0897085,actor,,"[""Judas""]"
tt0002199,10,nm0446092,actor,,"[""Herod""]"
tt0002423,1,nm0624470,actress,,"[""Jeanne Vaubernier - later Madame Dubarry""]"
tt0002423,2,nm0417837,actor,,"[""König Louis XV""]"
tt0002423,3,nm0509573,actor,,"[""Armand De Foix""]"
tt0002423,4,nm0903235,actor,,"[""Graf Jean Dubarry""]"
tt0002423,5,nm0523932,director,,
tt0002423,6,nm0266183,writer,,
tt0002423,7,nm0473134,writer,writer,
tt0002423,8,nm0203452,producer,producer,
tt0002423,9,nm0005882,cinematographer,,
tt0002423,10,nm0913298,cinematographer,,
tt0002445,1,nm0637019,actor,,"[""Vinicius""]"
tt0002445,2,nm0784988,actor,,"[""Petronius""]"
tt0002445,3,nm0146335,actor,,"[""Nero""]"
tt0002445,4,nm0146331,actress,,"[""Eunice""]"
tt0002445,5,nm0345500,director,,
tt0002445,6,nm0797197,writer,novel,
tt0002445,7,nm1113433,cinematographer,,
tt0002445,8,nm0093646,cinematographer,,
tt0002445,9,nm0409208,production_designer,,
tt0002452,1,nm0218404,actor,,"[""Carol I""]"
tt0002452,2,nm2386325,actress,,"[""Principesa Elisabeta""]"
tt0002452,3,nm0636620,actor,,"[""Osman Pasa""]"
tt0002452,4,nm1995281,actor,,"[""Tarul Alexandru II""]"
tt0002452,5,nm0108345,director,,
tt0002452,6,nm2384492,writer,screenplay,
tt0002452,7,nm0691238,producer,producer,
tt0002452,8,nm0199554,cinematographer,,
tt0002461,1,nm0312600,actor,,"[""King Edward IV""]"
tt0002461,2,nm0911963,actor,,"[""Richard, Duke of Gloucester, afterward Richard III""]"
tt0002461,3,nm0306817,actor,,"[""Prince Edward of Lancaster""]"
tt0002461,4,nm0443857,actor,,"[""Earl of Richmond""]"
tt0002461,5,nm0130633,director,co-director,
tt0002461,6,nm0000636,writer,play,
tt0002461,7,nm0085865,producer,producer,
tt0002461,8,nm0240143,producer,producer,
tt0002646,1,nm0299761,actor,,"[""Dr. Friedrich Kammacher""]"
tt0002646,2,nm0650120,actress,,"[""Ingigerd Hahlstroem - artistic dancer""]"
tt0002646,3,nm0860895,actress,,"[""Eva Burns""]"
tt0002646,4,nm0491498,actor,,"[""Dr. Schmidt""]"
tt0002646,5,nm0088881,director,,
tt0002646,6,nm1834296,writer,writer,
tt0002646,7,nm0369458,writer,novel,
tt0002646,8,nm2421815,writer,writer,
tt0002646,9,nm0647763,producer,producer,
tt0002646,10,nm0004592,composer,,
tt0002844,1,nm0622772,actor,,"[""Fantômas"",""Gurn""]"
tt0002844,2,nm0107631,actor,,"[""Inspector Juve""]"
tt0002844,3,nm0577476,actor,,"[""Jérôme Fandor, journaliste à 'La Capitale'""]"
tt0002844,4,nm0137288,actress,,"[""Lady Beltham, maîtresse de Fantômas""]"
tt0002844,5,nm0275421,director,,
tt0002844,6,nm0019855,writer,novel,
tt0002844,7,nm0816232,writer,novel,
tt0002844,8,nm0097918,producer,producer,
tt0002844,9,nm0287628,composer,,
tt0002844,10,nm1666136,cinematographer,,
tt0003014,1,nm0096737,actress,,"[""Ingeborg Holm""]"
tt0003014,2,nm0511806,actor,,"[""Sven Holm - Older Eric Holm""]"
tt0003014,3,nm0511903,actor,,"[""Employee in Shop""]"
tt0003014,4,nm0344981,actor,,"[""Poorhouse Superintendant""]"
tt0003014,5,nm0803705,director,,
tt0003014,6,nm0472236,writer,play,
tt0003014,7,nm1972946,composer,,
tt0003014,8,nm0415403,cinematographer,,
tt0003014,9,nm0489296,actor,,"[""Police Officer""]"
tt0003014,10,nm0526234,actor,,"[""Doctor""]"
tt0003037,1,nm0622772,actor,,"[""Fantômas"",""Dr Chaleck"",""Le Loupart""]"
tt0003037,2,nm0107631,actor,,"[""Inspector Juve""]"
tt0003037,3,nm0577476,actor,,"[""Jérôme Fandor, journaliste""]"
tt0003037,4,nm0137288,actress,,"[""Lady Beltham""]"
tt0003037,5,nm0275421,director,,
tt0003037,6,nm0019855,writer,novel,
tt0003037,7,nm0816232,writer,novel,
tt0003037,8,nm0097918,producer,producer,
tt0003037,9,nm1666136,cinematographer,,
tt0003037,10,nm0307872,production_designer,,
tt0003102,1,nm0096330,actress,,"[""Elsa Holbein""]"
tt0003102,2,nm0094801,actor,,"[""Prince Maximilien of Wallenstein""]"
tt0003102,3,nm0743102,actor,,"[""Moise Sthar""]"
tt0003102,4,nm0744105,actor,,"[""Col. Julius Holbein""]"
tt0003102,5,nm0143333,director,,
tt0003102,6,nm0094343,writer,writer,
tt0003102,7,nm0598293,writer,writer,
tt0003102,8,nm0768773,cinematographer,,
tt0003102,9,nm0135493,actor,,"[""Granduke of Wallenstein""]"
tt0003102,10,nm0143332,actress,,"[""Granduchess of Wallenstein""]"
tt0003131,1,nm0046403,actor,,"[""Adolphe Hardeff""]"
tt0003131,2,nm0076840,actress,,"[""Liza Modzel""]"
tt0003131,3,nm0188632,actor,,"[""Monsieur Modzel""]"
tt0003131,4,nm0195309,actress,,"[""Madame Modzel""]"
tt0003131,5,nm0532622,director,,
tt0003131,6,nm0084690,cinematographer,,
tt0003131,7,nm0282529,cinematographer,,
tt0003131,8,nm0324776,actor,,"[""Lieutenant Maxime""]"
tt0003131,9,nm0376816,actor,,"[""Sigismond Modzel""]"
tt0003131,10,nm0042694,actor,,
tt0003165,1,nm0622772,actor,,"[""Fantômas"",""le banquier Nanteuil""]"
tt0003165,2,nm0107631,actor,,"[""Inspector Juve""]"
tt0003165,3,nm0577476,actor,,"[""Jérôme Fandor""]"
tt0003165,4,nm0525283,actor,,"[""Jacques Dollon""]"
tt0003165,5,nm0275421,director,,
tt0003165,6,nm0019855,writer,novel,
tt0003165,7,nm0816232,writer,novel,
tt0003165,8,nm1666136,cinematographer,,
tt0003165,9,nm1718198,cinematographer,,
tt0003167,1,nm0910400,actor,,"[""John Howard Payne""]"
tt0003167,2,nm0189684,actress,,"[""Payne's Mother""]"
tt0003167,3,nm0001273,actress,,"[""Payne's Sweetheart""]"
tt0003167,4,nm0321088,actress,,"[""Sister of Payne's Sweetheart""]"
tt0003167,5,nm0000428,director,,
tt0003167,6,nm0014872,writer,scenario,
tt0003167,7,nm0005658,cinematographer,,
tt0003167,8,nm0863863,actress,,"[""The Worldly Woman""]"
tt0003167,9,nm0550615,actress,,"[""Apple Pie Mary Smith""]"
tt0003167,10,nm0014894,actor,,"[""James Smith - Mary's Father""]"
tt0003419,1,nm0917467,actor,,"[""Balduin, a Student""]"
tt0003419,2,nm0074186,actress,,"[""Countess Margit von Schwarzenberg""]"
tt0003419,3,nm0758802,actress,,"[""Lyduschka, a Gypsy Girl""]"
tt0003419,4,nm0332024,actor,,"[""Scapinelli, an Old Sorcerer""]"
tt0003419,5,nm0753233,director,co-director,
tt0003419,6,nm0263912,writer,story,
tt0003419,7,nm0210503,writer,quotation,
tt0003419,8,nm0919054,composer,,
tt0003419,9,nm0005869,cinematographer,,
tt0003419,10,nm0226278,production_designer,,
tt0003471,1,nm0301187,actress,,"[""Mary Barton""]"
tt0003471,2,nm0334873,actress,,"[""Lorna Barton""]"
tt0003471,3,nm0877941,actor,,"[""The Invalid Inventor - Mary's Father""]"
tt0003471,4,nm0601596,actor,,"[""Officer Burke - Officer 4434""]"
tt0003471,5,nm0875869,director,,
tt0003471,6,nm0534073,writer,,
tt0003471,7,nm0137458,composer,,
tt0003471,8,nm0494826,cinematographer,,
tt0003489,1,nm0624446,actress,,"[""Nidia""]"
tt0003489,2,nm1204409,actress,,"[""Jone""]"
tt0003489,3,nm0824971,actor,,"[""Glaucus""]"
tt0003489,4,nm0342541,actor,,"[""Arbace""]"
tt0003489,5,nm0143333,director,,
tt0003489,6,nm0734958,director,,
tt0003489,7,nm0120272,writer,"novel ""The Last Days of Pompeii""",
tt0003489,8,nm0024464,producer,producer,
tt0003489,9,nm3873742,composer,,
tt0003637,1,nm0078116,actress,,"[""Assunta Spina""]"
tt0003637,2,nm0784988,actor,,"[""Michele Boccadifuoco""]"
tt0003637,3,nm0070959,actor,,"[""Don Federigo Funelli""]"
tt0003637,4,nm0016697,actor,,"[""Raffaele""]"
tt0003637,5,nm0223865,writer,novel,
tt0003637,6,nm0053119,producer,producer,
tt0003637,7,nm0141399,cinematographer,,
tt0003637,8,nm0544480,production_designer,,
tt0003643,1,nm0910400,actor,,"[""The Nephew""]"
tt0003643,2,nm0014894,actor,,"[""The Uncle""]"
tt0003643,3,nm0842239,actress,,"[""Anabel - The Nephew's Sweetheart""]"
tt0003643,4,nm0797094,actor,,"[""The Italian""]"
tt0003643,5,nm0000428,director,,
tt0003643,6,nm0000590,writer,"stories The Pit and the Pendulum, The Tell-Tale Heart",
tt0003643,7,nm0507635,actor,,"[""The Detective""]"
tt0003643,8,nm0550615,actress,,"[""The Maid""]"
tt0003643,9,nm0366008,actor,,"[""The Grocery Boy""]"
tt0003643,10,nm0073239,actor,,
tt0003657,1,nm0366586,actor,,"[""Jim Stokes""]"
tt0003657,2,nm0121706,actor,,"[""Sheriff Bud Walsh""]"
tt0003657,3,nm0930290,actress,,"[""Nell Brent""]"
tt0003657,4,nm0792727,actor,,"[""Phil Brent""]"
tt0003657,5,nm0054977,director,,
tt0003657,6,nm0166693,writer,,
tt0003657,7,nm0408436,writer,,
tt0003657,8,nm0627877,cinematographer,,
tt0003657,9,nm0235848,actor,,"[""Rev. Joshua Wilkes""]"
tt0003657,10,nm0294058,actor,,"[""Bartender""]"
tt0003740,1,nm0021935,actress,,"[""Sophonisba - Hasdrubal's Daughter""]"
tt0003740,2,nm0702894,actress,,"[""Cabiria - also called Elissa""]"
tt0003740,3,nm0656034,actor,,"[""Maciste - Axilla's Slave""]"
tt0003740,4,nm0146028,actress,,"[""Cabiria da piccola"",""as a Child""]"
tt0003740,5,nm0665163,director,,
tt0003740,6,nm0195339,writer,titles,
tt0003740,7,nm0515385,writer,book,
tt0003740,8,nm0758215,writer,novel,
tt0003740,9,nm0563460,composer,,
tt0003740,10,nm0686205,composer,,
tt0003772,1,nm0681933,actress,,"[""Cinderella""]"
tt0003772,2,nm0601698,actor,,"[""Prince Charming""]"
tt0003772,3,nm0894679,actress,,"[""Stepmother""]"
tt0003772,4,nm0933448,actress,,"[""Stepsister""]"
tt0003772,5,nm0456804,director,,
tt0003772,6,nm0674518,writer,"story ""Cendrillon""",
tt0003772,7,nm0138822,actress,,"[""Stepsister""]"
tt0003772,8,nm0174485,actor,,"[""The King""]"
tt0003772,9,nm0545147,actress,,"[""Fairy Godmother""]"
tt0003772,10,nm0532996,actor,,"[""Undetermined Role""]"
tt0003883,1,nm0674600,actor,,"[""Léonce""]"
tt0003883,2,nm0504864,actor,,"[""Edmond Le Bachelier""]"
tt0003883,3,nm0481419,actor,,"[""Le Bosco""]"
tt0003883,4,nm0449136,actor,,"[""Pierre de Valen""]"
tt0003883,5,nm0817414,cinematographer,,
tt0003883,6,nm0307872,production_designer,,
tt0003883,7,nm0350802,actor,,"[""Le savetier Tiron""]"
tt0003883,8,nm0245026,actor,,"[""Jacques de Valen""]"
tt0003883,9,nm1173967,actress,,"[""La gouvernante""]"
tt0003883,10,nm0494137,actress,,
tt0003930,1,nm0622772,actor,,"[""Fantômas"",""Le père Moche"",""Le détective Tom Bob""]"
tt0003930,2,nm0577476,actor,,"[""Jérôme Fandor, journaliste""]"
tt0003930,3,nm0605849,actor,,"[""L'apache Paulet""]"
tt0003930,4,nm0137288,actress,,"[""Lady Beltham""]"
tt0003930,5,nm0275421,director,,
tt0003930,6,nm0019855,writer,"novel ""Le Policier Apache""",
tt0003930,7,nm0816232,writer,"novel ""Le Policier Apache""",
tt0003930,8,nm0097918,producer,producer,
tt0003930,9,nm1666136,cinematographer,,
tt0003973,1,nm0237713,actor,,"[""Dr. Fred Cassadene""]"
tt0003973,2,nm0832458,actress,,"[""Miss Lillian Travers""]"
tt0003973,3,nm0448682,actor,,"[""Maj. Horton""]"
tt0003973,4,nm0237693,actress,,"[""Bessie Horton""]"
tt0003973,5,nm0078442,writer,,
tt0003973,6,nm0348348,writer,novel,
tt0003973,7,nm0612348,writer,,
tt0003973,8,nm0715097,writer,novel,
tt0003973,9,nm0829778,cinematographer,,
tt0004026,1,nm0917467,actor,,"[""Golem""]"
tt0004026,2,nm0301961,actor,,"[""Troedler""]"
tt0004026,3,nm0758802,actress,,"[""Jessica""]"
tt0004026,4,nm0090104,actor,,"[""Gelehrter""]"
tt0004026,5,nm5215306,composer,,
tt0004026,6,nm0005869,cinematographer,,
tt0004026,7,nm0322843,production_designer,,
tt0004066,1,nm0159725,actor,,"[""Løjtnant van Hauen""]"
tt0004066,2,nm0143865,actress,,"[""Fru van Hauen""]"
tt0004066,3,nm0718290,actor,,"[""Ældste søn""]"
tt0004066,4,nm0483943,actor,,"[""Kontreadmiral van Hauen""]"
tt0004066,5,nm0803842,writer,manuscript,
tt0004066,6,nm0506621,composer,,
tt0004066,7,nm0227597,cinematographer,,
tt0004099,1,nm0534030,actress,,"[""Dorothy Gale""]"
tt0004099,2,nm0601212,actor,,"[""The Scarecrow""]"
tt0004099,3,nm0183278,actor,,"[""The Tin Woodman""]"
tt0004099,4,nm0940927,actor,,"[""The Cowardly Lion"",""The Kangaroo"",""The Crow""]"
tt0004099,5,nm0531759,director,,
tt0004099,6,nm0000875,writer,"novels ""The Wonderful Wizard of Oz"" and ""The Scarecrow of Oz""",
tt0004099,7,nm0332045,producer,producer,
tt0004099,8,nm0236373,composer,,
tt0004099,9,nm0322096,composer,,
tt0004099,10,nm0696182,composer,,
tt0004134,1,nm0285202,actor,,"[""Gabriel - the Ascetic""]"
tt0004134,2,nm0824332,actress,,"[""The Woman""]"
tt0004134,3,nm0822059,actor,,"[""The Abbot""]"
tt0004134,4,nm0268422,actress,,"[""The Queen""]"
tt0004134,5,nm0916665,director,,
tt0004134,6,nm0165469,cinematographer,,
tt0004134,7,nm0384276,cinematographer,,
tt0004134,8,nm0077320,actor,,"[""A Monk""]"
tt0004134,9,nm0086461,actor,,"[""Undetermined Role""]"
tt0004134,10,nm0139683,actress,,"[""The Magdelan""]"
tt0004150,1,nm6500432,actor,,"[""Motana""]"
tt0004150,2,nm6500433,actress,,"[""Naida"",""A Na'nalalal Dancer""]"
tt0004150,3,nm6500434,actress,,"[""Naida"",""Sorceress""]"
tt0004150,4,nm6500435,actor,,"[""Kenada""]"
tt0004150,5,nm0193327,director,,
tt0004150,6,nm6500436,actor,,"[""Waket"",""Yaklus""]"
tt0004150,7,nm6500437,actor,,"[""Sorcerer""]"
tt0004150,8,nm6500438,actress,,"[""Clam digger"",""Captive"",""Wedding Dancer""]"
tt0004150,9,nm6500439,actor,,"[""Fisherman who drops a paddle on the rocks""]"
tt0004150,10,nm6500440,actor,,"[""Extra""]"
tt0004181,1,nm0842239,actress,,"[""Judith""]"
tt0004181,2,nm0910400,actor,,"[""Holofernes""]"
tt0004181,3,nm0550615,actress,,"[""Naomi""]"
tt0004181,4,nm0366008,actor,,"[""Nathan - Son of Eliah""]"
tt0004181,5,nm0000428,director,,
tt0004181,6,nm0017701,writer,poem,
tt0004181,7,nm1106102,writer,,
tt0004181,8,nm0940488,writer,,
tt0004181,9,nm0005658,cinematographer,,
tt0004181,10,nm0808571,editor,,
tt0004457,1,nm0534030,actress,,"[""Ojo, a Munchkin Boy""]"
tt0004457,2,nm0601212,actor,,"[""Unc Nunkie, Ojo's Guardian""]"
tt0004457,3,nm0751401,actor,,"[""Dr. Pipt, the Crooked Magician""]"
tt0004457,4,nm0237071,actress,,"[""Margolotte, his wife, who makes the Patchwork Girl""]"
tt0004457,5,nm0531759,director,,
tt0004457,6,nm0000875,writer,novel,
tt0004457,7,nm0249379,producer,producer,
tt0004457,8,nm0332045,producer,producer,
tt0004457,9,nm0137458,composer,,
tt0004457,10,nm0322096,composer,,
tt0004465,1,nm0925310,actress,,"[""Pauline Marvin""]"
tt0004465,2,nm0928108,actor,,"[""Harry Marvin""]"
tt0004465,3,nm0659947,actor,,"[""Raymond Owen - aka Koerner (re-release)""]"
tt0004465,4,nm0430968,actor,,"[""Sanford Marvin - Pauline's Father""]"
tt0004465,5,nm0309163,director,,
tt0004465,6,nm0533289,director,,
tt0004465,7,nm0323766,writer,screenplay,
tt0004465,8,nm0225458,writer,screenplay,
tt0004465,9,nm0782707,writer,,
tt0004465,10,nm0589616,writer,,
tt0004635,1,nm0267914,actor,,"[""Capt. James Wynnegate - aka Jim Carston""]"
tt0004635,2,nm0758457,actor,,"[""Sir Henry - Earl of Kerhill""]"
tt0004635,3,nm0455612,actress,,"[""Lady Diana - Countess of Kerhill""]"
tt0004635,4,nm0277317,actress,,"[""The Dowager Lady Elizabeth Kerhill""]"
tt0004635,5,nm0002177,director,,
tt0004635,6,nm0001124,director,,
tt0004635,7,nm0747409,writer,"play ""The Squaw Man""",
tt0004635,8,nm1242185,composer,,
tt0004681,1,nm0681933,actress,,"[""Tessibel Skinner""]"
tt0004681,2,nm0516974,actor,,"[""Frederick Graves""]"
tt0004681,3,nm0137010,actress,,"[""Teola Graves""]"
tt0004681,4,nm0366689,actor,,"[""Daddy Skinner""]"
tt0004681,5,nm0692105,director,,
tt0004681,6,nm0924842,writer,novel,
tt0004681,7,nm0775976,writer,,
tt0004681,8,nm0242399,actress,,"[""Old Mother Moll""]"
tt0004681,9,nm0910388,actor,,"[""Elias Graves""]"
tt0004681,10,nm0308257,actor,,"[""Ben Letts""]"
tt0004707,1,nm0000122,actor,,"[""The City Slicker""]"
tt0004707,2,nm0237597,actress,,"[""Tillie""]"
tt0004707,3,nm0635667,actress,,"[""Mabel""]"
tt0004707,4,nm0841501,actor,,"[""Tillie's Father""]"
tt0004707,5,nm0784407,director,,
tt0004707,6,nm0071658,director,,
tt0004707,7,nm0215874,writer,,
tt0004707,8,nm0404327,writer,,
tt0004707,9,nm1100197,writer,"play ""Tillie's Nightmare""",
tt0004707,10,nm0808086,writer,"play ""Tillie's Nightmare""",
tt0004712,1,nm0075410,actress,,"[""Angyal Liszka""]"
tt0004712,2,nm0889511,actor,,"[""Miklós""]"
tt0004712,3,nm0433425,actress,,"[""Ördög Sára""]"
tt0004712,4,nm1100459,actor,,"[""Angyal Pál""]"
tt0004712,5,nm0002031,director,,
tt0004712,6,nm0417905,writer,,
tt0004712,7,nm0869321,writer,play,
tt0004712,8,nm2293339,composer,,
tt0004712,9,nm0270858,cinematographer,,
tt0004712,10,nm1094006,actor,,"[""Kontra Fridolin""]"
tt0004743,1,nm0524274,actor,,"[""Uncle Tom""]"
tt0004743,2,nm0386893,actor,,"[""George Shelby""]"
tt0004743,3,nm0216472,actress,,"[""Mrs. Shelby""]"
tt0004743,4,nm0008658,actor,,"[""George Shelby Jr""]"
tt0004743,5,nm0198523,director,,
tt0004743,6,nm0832952,writer,"novel ""Uncle Tom's Cabin""",
tt0004743,7,nm0014571,writer,play,
tt0004743,8,nm0574737,writer,,
tt0004743,9,nm0728514,producer,producer,
tt0004743,10,nm0929649,cinematographer,,
tt0004766,1,nm0267914,actor,,"[""The Virginian""]"
tt0004766,2,nm0426668,actor,,"[""Steve""]"
tt0004766,3,nm0213049,actor,,"[""Uncle Hughey""]"
tt0004766,4,nm0255420,actor,,"[""Trampas""]"
tt0004766,5,nm0001124,director,,
tt0004766,6,nm0936644,writer,novel,
tt0004766,7,nm0479052,writer,scenario,
tt0004766,8,nm0005931,cinematographer,,
tt0004766,9,nm0455612,actress,,"[""Molly Wood""]"
tt0004766,10,nm0342658,actor,,"[""Stage Driver""]"
tt0004825,1,nm0553184,actress,,"[""Sally, The Parson's Daughter""]"
tt0004825,2,nm0290066,actor,,"[""The Earl Of Bateson""]"
tt0004825,3,nm0055865,actor,,"[""The Earl's Son, Giles""]"
tt0004825,4,nm1303133,actor,,"[""The Orphan""]"
tt0004825,5,nm0869665,director,,
tt0004825,6,nm0205244,writer,play,
tt0004825,7,nm0103755,producer,producer,
tt0004825,8,nm0111105,cinematographer,,
tt0004825,9,nm0934399,actor,,"[""The Parson""]"
tt0004825,10,nm0608108,actor,,"[""Mr. Annesley""]"
tt0004838,1,nm0370564,actor,,"[""Lord Yamaki""]"
tt0004838,2,nm0031834,actress,,"[""Toya San""]"
tt0004838,3,nm0097648,actor,,"[""Tom Wilson""]"
tt0004838,4,nm0475706,actor,,"[""Takeo""]"
tt0004838,5,nm0054977,director,,
tt0004838,6,nm0166693,writer,,
tt0004838,7,nm0408436,writer,,
tt0004838,8,nm0837989,writer,,
tt0004838,9,nm10597556,composer,,
tt0004872,1,nm0913094,actor,,"[""Jimmy Valentine""]"
tt0004872,2,nm0191951,actor,,"[""Doyle""]"
tt0004872,3,nm0290066,actor,,"[""Bill Avery""]"
tt0004872,4,nm0874123,actor,,"[""Lt. Gov. Fay""]"
tt0004872,5,nm0869665,director,,
tt0004872,6,nm0035854,writer,play,
tt0004872,7,nm0377958,writer,"story ""A Retrieved Reformation""",
tt0004872,8,nm0791903,actress,,"[""Rose Fay""]"
tt0004872,9,nm0385686,actor,,"[""Red Joclyn""]"
tt0004872,10,nm0281016,actor,,"[""Cotton""]"
tt0004873,1,nm0767931,actress,,"[""Alice""]"
tt0004873,2,nm0723440,actor,,"[""White Rabbit""]"
tt0004873,3,nm6706959,actor,,"[""The Dodo Bird""]"
tt0004873,4,nm6706958,actor,,"[""The Dormouse""]"
tt0004873,5,nm0950148,director,,
tt0004873,6,nm0140902,writer,"novel ""Alice's Adventures in Wonderland""",
tt0004873,7,nm6706957,actor,,"[""The Mad Hatter""]"
tt0004972,1,nm0001273,actress,,"[""Elsie - Stoneman's Daughter""]"
tt0004972,2,nm0550615,actress,,"[""Flora Cameron - the Pet Sister""]"
tt0004972,3,nm0910400,actor,,"[""Colonel Ben Cameron aka The Little Colonel""]"
tt0004972,4,nm0178270,actress,,"[""Margaret Cameron - the Elder Sister""]"
tt0004972,5,nm0000428,director,,
tt0004972,6,nm0228746,writer,"adapted from his novel: ""The Clansman: An Historical Romance of the Ku Klux Klan""",
tt0004972,7,nm0940488,writer,,
tt0004972,8,nm0106922,composer,,
tt0004972,9,nm0005658,cinematographer,,
tt0004972,10,nm0376221,editor,,
tt0005060,1,nm0268125,actress,,"[""Carmen""]"
tt0005060,2,nm0717468,actor,,"[""Don José""]"
tt0005060,3,nm0003124,actor,,"[""Escamillo""]"
tt0005060,4,nm0139356,actor,,"[""Pastia""]"
tt0005060,5,nm0001124,director,,
tt0005060,6,nm0617737,writer,novel,
tt0005060,7,nm0210352,writer,photoplay,
tt0005060,8,nm0005931,cinematographer,,
tt0005060,9,nm0061640,editor,,
tt0005078,1,nm0911531,actress,,"[""Edith Hardy""]"
tt0005078,2,nm0370564,actor,,"[""Hishuru Tori (original release)"",""Haka Arakau (in 1918 re-release)""]"
tt0005078,3,nm0212797,actor,,"[""Richard Hardy""]"
tt0005078,4,nm0624735,actor,,"[""Jones""]"
tt0005078,5,nm0001124,director,,
tt0005078,6,nm0877318,writer,scenario,
tt0005078,7,nm0534221,writer,scenario,
tt0005078,8,nm0004592,composer,,
tt0005078,9,nm0005931,cinematographer,,
tt0005149,1,nm0444641,actor,,"[""Col. Jefferson Beverly Winslow""]"
tt0005149,2,nm0712776,actor,,"[""Frank Winslow""]"
tt0005149,3,nm0163255,actress,,"[""Mrs. Elizabeth Winslow""]"
tt0005149,4,nm0317098,actress,,"[""Amy""]"
tt0005149,5,nm0054977,director,,
tt0005149,6,nm0408436,director,,
tt0005149,7,nm0005641,cinematographer,,
tt0005149,8,nm0627877,cinematographer,,
tt0005339,1,nm0388209,actress,,"[""The Child""]"
tt0005339,2,nm0294289,actress,,"[""The Wife""]"
tt0005339,3,nm0430968,actor,,"[""John Schuyler - The Husband""]"
tt0005339,4,nm0021471,actress,,"[""The Wife's Sister""]"
tt0005339,5,nm0288616,director,,
tt0005339,6,nm0115063,writer,by,
tt0005339,7,nm0456017,writer,"poem ""The Vampire""",
tt0005339,8,nm0564946,writer,"Picturized By, i.e., screenplay",
tt0005339,9,nm0115446,actor,,"[""The Friend""]"
tt0005339,10,nm0000847,actress,,"[""The Vampire""]"
tt0005402,1,nm0725889,actress,,"[""Mary Denby""]"
tt0005402,2,nm0717468,actor,,"[""Roger Manning""]"
tt0005402,3,nm0139356,actor,,"[""Steve Denby""]"
tt0005402,4,nm0431414,actor,,"[""Mr. Hillary""]"
tt0005402,5,nm0001124,director,,
tt0005402,6,nm0534221,writer,story,
tt0005402,7,nm0005931,cinematographer,,
tt0005529,1,nm0159725,actor,,"[""Strong Henry"",""Strong John Sikes (US version)""]"
tt0005529,2,nm0143865,actress,,"[""Ann""]"
tt0005529,3,nm0280765,actor,,"[""Dr. Richard West (US version) (?)""]"
